,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,task,db,qlength,fitting,sum_coverage,sum_lengths,source
40,KK3_CL212_TR_1_x_118nt,AJ517239.1,90.096,313,27,4,1,311,311,1,3.23e-113,407.0,megablast,ncbi_x3,354,near-full,0.9943502824858758,352,KK3
41,KK3_CL212_TR_1_x_118nt,AJ517240.4,92.727,110,8,0,9,118,185,76,9.679999999999999e-40,159.0,megablast,ncbi,118,near-full,0.9322033898305084,110,KK3
42,KK3_CL212_TR_1_x_118nt,AJ517241.4,93.056,72,5,0,5,76,254,183,1.32e-22,106.0,megablast,ncbi_x3,354,partial,0.20056497175141244,71,KK3
43,KK3_CL212_TR_1_x_118nt,AJ517242.4,95.455,110,4,1,9,118,185,77,3.46e-44,174.0,megablast,ncbi,118,near-full,0.9322033898305084,110,KK3
44,KK3_CL212_TR_1_x_118nt,AJ517243.4,95.413,109,5,0,9,117,186,78,3.46e-44,174.0,megablast,ncbi,118,near-full,0.923728813559322,109,KK3
45,KK3_CL212_TR_1_x_118nt,AJ517244.1,95.238,42,2,0,312,353,354,313,6.22e-11,67.6,megablast,ncbi_x3,354,partial,0.11864406779661017,42,KK3
46,KK3_CL212_TR_1_x_118nt,AJ517245.1,95.527,313,14,0,42,354,354,42,1.44e-141,501.0,megablast,ncbi_x3,354,near-full,1.0,354,KK3
47,KK3_CL212_TR_1_x_118nt,AJ517246.1,93.61,313,20,0,42,354,354,42,1.46e-131,468.0,megablast,ncbi_x3,354,near-full,1.0,354,KK3
48,KK3_CL212_TR_1_x_118nt,AJ517249.4,97.674,43,1,0,312,354,708,666,3.72e-13,75.0,megablast,ncbi_x3,354,partial,0.12146892655367232,43,KK3
49,KK3_CL212_TR_1_x_118nt,AJ517250.1,91.205,307,27,0,1,307,307,1,1.02e-120,433.0,dc-megablast,ncbi_x3,354,near-full,1.0,354,KK3
50,KK3_CL212_TR_1_x_118nt,AJ517251.1,95.765,307,13,0,1,307,307,1,6.7e-140,496.0,megablast,ncbi_x3,354,near-full,1.0,354,KK3
51,KK3_CL212_TR_1_x_118nt,AJ517252.1,95.349,43,2,0,312,354,351,309,1.33e-11,69.8,dc-megablast,ncbi_x3,354,partial,0.12146892655367232,43,KK3
52,KK3_CL212_TR_1_x_118nt,AJ517253.4,93.023,43,3,0,312,354,708,666,1.62e-10,66.2,blastn,ncbi_x3,354,partial,0.12146892655367232,43,KK3
53,KK3_CL212_TR_1_x_118nt,AJ517254.1,93.16,307,19,2,1,307,305,1,5.29e-126,449.0,megablast,ncbi_x3,354,near-full,1.0,354,KK3
54,KK3_CL212_TR_1_x_118nt,AJ517255.1,95.349,43,2,0,312,354,354,312,1.33e-11,69.8,dc-megablast,ncbi_x3,354,partial,0.12146892655367232,43,KK3
55,KK3_CL212_TR_1_x_118nt,AJ517256.1,95.349,43,2,0,312,354,354,312,1.33e-11,69.8,dc-megablast,ncbi_x3,354,partial,0.12146892655367232,43,KK3
56,KK3_CL212_TR_1_x_118nt,AJ517257.1,95.208,313,15,0,42,354,354,42,6.7e-140,496.0,megablast,ncbi_x3,354,near-full,1.0,354,KK3
57,KK3_CL212_TR_1_x_118nt,AJ517258.4,90.678,118,11,0,1,118,123,6,3.48e-39,158.0,megablast,ncbi,118,near-full,1.0,118,KK3
58,KK3_CL212_TR_1_x_118nt,AJ517259.4,90.435,115,11,0,4,118,120,6,3.19e-39,159.0,dc-megablast,ncbi,118,near-full,0.9745762711864406,115,KK3
59,KK3_CL212_TR_1_x_118nt,AJ517261.4,94.545,110,6,0,9,118,185,76,4.47e-43,171.0,megablast,ncbi,118,near-full,1.0,118,KK3
60,KK3_CL212_TR_1_x_118nt,KK4_CL195_TR_1_x_118nt,98.718,312,4,0,43,354,354,43,4.5800000000000006e-160,555.0,megablast,local_x3,354,near-full,1.0,354,KK3
61,KK3_CL212_TR_1_x_118nt,KK6_CL172_TR_1_x_118nt,92.197,346,27,0,1,346,346,1,1.3099999999999998e-140,490.0,megablast,local_x3,354,near-full,1.0,354,KK3
62,KK3_CL242_TR_1_x_337nt,KA25_CL192_TR_1_x_344nt,95.455,44,1,1,969,1011,52,95,5.79e-13,68.0,blastn,local_x3,1011,partial,0.04253214638971316,43,KK3
63,KK3_CL242_TR_1_x_337nt,KK4_CL245_TR_1_x_725nt,90.0,130,10,2,632,760,498,371,2.66e-42,165.0,megablast,local_x3,1011,partial,0.2413452027695351,244,KK3
64,KK3_CL242_TR_1_x_337nt,ON872691.1,95.455,44,1,1,969,1011,52,95,1.39e-10,68.0,blastn,ncbi_x3,1011,partial,0.04253214638971316,43,KK3
65,KK3_CL247_TR_1_x_145nt,P436,100.0,145,0,0,1,145,247,103,4.01e-75,268.0,megablast,ref,145,near-full,0.993103448275862,144,KK3
66,KK3_CL78_TR_1_x_7608nt,D86933.1,99.071,538,2,3,15875,16410,1308,772,0.0,963.0,megablast,ncbi_x3,22824,partial,0.07040834209603926,1607,KK3
67,KK3_CL78_TR_1_x_7608nt,FK827917.1,96.875,64,1,1,1578,1641,163,225,9.100000000000001e-21,106.0,megablast,ncbi_x3,22824,partial,0.008412197686645636,192,KK3
68,KK3_CL78_TR_1_x_7608nt,KC290907.1,100.0,806,0,0,4178,4983,1,806,0.0,1489.0,megablast,ncbi_x3,22824,partial,0.10580967402733964,2415,KK3
69,KK3_CL78_TR_1_x_7608nt,KC290908.1,99.583,720,3,0,5912,6631,1,720,0.0,1314.0,megablast,ncbi_x3,22824,partial,0.0946372239747634,2160,KK3
70,KK3_CL78_TR_1_x_7608nt,KC290909.1,100.0,685,0,0,20682,21366,1368,684,0.0,1266.0,megablast,ncbi_x3,22824,partial,0.08990536277602523,2052,KK3
71,KK3_CL78_TR_1_x_7608nt,KF419218.1,99.722,360,1,0,4778,5137,33,392,0.0,660.0,megablast,ncbi_x3,22824,partial,0.0473186119873817,1080,KK3
72,KK3_CL78_TR_1_x_7608nt,KK4_CL94_TR_1_x_7914nt,99.441,6978,37,2,11238,18213,11873,4896,0.0,12669.0,megablast,local_x3,22824,composite,0.9990361023484052,22802,KK3
73,KK3_CL78_TR_1_x_7608nt,P121_0,92.174,115,7,2,3411,3525,121,9,3.95e-41,161.0,megablast,ref,7608,partial,0.021424815983175603,163,KK3
74,KK3_CL97_TR_1_x_369nt,AY249985.1,97.019,1107,32,1,1,1107,2337,1232,0.0,1860.0,megablast,ncbi_x3,1107,near-full,1.0,1107,KK3
75,KK3_CL97_TR_1_x_369nt,AY249986.1,96.917,1103,27,5,3,1105,1106,11,0.0,1842.0,megablast,ncbi_x3,1107,near-full,1.0,1107,KK3
76,KK3_CL97_TR_1_x_369nt,AY249987.1,98.701,308,4,0,62,369,507,200,6.3e-156,547.0,megablast,ncbi,369,near-full,1.0,369,KK3
77,KK3_CL97_TR_1_x_369nt,KA25_CL170_TR_1_x_369nt,98.329,1077,18,0,1,1077,31,1107,0.0,1890.0,megablast,local_x3,1107,near-full,1.0,1107,KK3
78,KK3_CL97_TR_1_x_369nt,KK4_CL149_TR_1_x_369nt,100.0,1073,0,0,1,1073,1073,1,0.0,1982.0,megablast,local_x3,1107,near-full,1.0,1107,KK3
79,KK3_CL97_TR_1_x_369nt,KK6_CL158_TR_1_x_369nt,99.727,1098,3,0,1,1098,1098,1,0.0,2012.0,megablast,local_x3,1107,near-full,1.0,1107,KK3
80,KK3_CL97_TR_1_x_369nt,MK256652.1,95.094,265,13,0,282,546,1,265,4.89e-116,418.0,megablast,ncbi_x3,1107,partial,0.7154471544715447,792,KK3
81,KK3_CL97_TR_1_x_369nt,ON872664.1,99.722,1079,3,0,1,1079,29,1107,0.0,1977.0,megablast,ncbi_x3,1107,near-full,1.0,1107,KK3
82,KK3_CL97_TR_1_x_369nt,ON872690.1,98.329,1077,18,0,1,1077,31,1107,0.0,1890.0,megablast,ncbi_x3,1107,near-full,1.0,1107,KK3
83,KK3_CL231_TR_1_x_567nt,MW025815.1,91.866,209,17,0,1488,1696,6,214,4.79e-78,292.0,megablast,ncbi_x3,1701,partial,0.12286890064667842,209,KK3
84,KK3_CL231_TR_1_x_567nt,MW025811.1,90.952,210,17,2,1488,1696,6,214,1.04e-74,281.0,megablast,ncbi_x3,1701,partial,0.12286890064667842,209,KK3
85,KK3_CL231_TR_1_x_567nt,KP5KP10(max)_CL1_TR_1_x_568nt,91.163,215,17,2,1483,1696,1704,1491,1.69e-80,291.0,megablast,comp_x3,1701,partial,0.12580834803057026,214,KK3
86,KK3_CL212_TR_1_x_118nt,KP5KP10(max)_CL163_TR_1_x_118nt,96.99,299,9,0,1,299,299,1,4.01e-145,503.0,megablast,comp_x3,354,near-full,1.0,354,KK3
87,KK3_CL212_TR_1_x_118nt,KT724938.1,91.501,353,27,3,1,351,8507,8156,1.45e-136,484.0,megablast,ncbi_x3,354,near-full,1.0,354,KK3
88,KK3_CL212_TR_1_x_118nt,ON872675.1,91.254,343,30,0,1,343,343,1,1.46e-131,468.0,megablast,ncbi_x3,354,near-full,1.0,354,KK3
89,KK3_CL212_TR_1_x_118nt,ON872682.1,94.69,339,18,0,16,354,1,339,2.38e-149,527.0,megablast,ncbi_x3,354,near-full,1.0,354,KK3
90,KK3_CL212_TR_1_x_118nt,P351_0,94.937,79,4,0,40,118,1,79,7.290000000000001e-32,124.0,megablast,ref,118,composite,1.0,118,KK3
91,KK3_CL212_TR_1_x_118nt,pSc119_2,94.915,118,6,0,1,118,383,266,3.3e-50,185.0,megablast,ref,118,near-full,1.0,118,KK3
92,KK3_CL214_TR_1_x_733nt,KK4_CL209_TR_1_x_729nt,94.673,2065,96,12,1,2062,124,2177,0.0,3192.0,megablast,local_x3,2199,near-full,1.0,2199,KK3
93,KK3_CL224_TR_1_x_320nt,AF087828.1,95.963,966,32,2,1,960,2699,1735,0.0,1561.0,megablast,ncbi_x3,960,near-full,1.0,960,KK3
94,KK3_CL224_TR_1_x_320nt,AF139201.1,90.58,276,26,0,23,298,1175,900,1.6199999999999998e-101,366.0,megablast,ncbi,320,near-full,0.984375,315,KK3
95,KK3_CL224_TR_1_x_320nt,AF139202.1,92.866,827,58,1,14,840,3359,2534,0.0,1199.0,megablast,ncbi_x3,960,near-full,0.996875,957,KK3
96,KK3_CL224_TR_1_x_320nt,KK6_CL235_TR_1_x_320nt,97.651,809,19,0,1,809,809,1,0.0,1389.0,megablast,local_x3,960,near-full,1.0,960,KK3
97,KK3_CL212_TR_1_x_118nt,AJ517230.1,91.693,313,26,0,42,354,354,42,1.4800000000000001e-121,435.0,megablast,ncbi_x3,354,near-full,0.884180790960452,313,KK3
98,KK3_CL224_TR_1_x_320nt,ON872668.1,97.01,903,27,0,1,903,903,1,0.0,1519.0,megablast,ncbi_x3,960,near-full,1.0,960,KK3
99,KK3_CL230_TR_1_x_317nt,AF139201.1,94.286,35,2,0,3,37,3981,3947,8.25e-07,55.4,blastn,ncbi_x3,951,partial,0.03680336487907466,35,KK3
100,KK3_CL230_TR_1_x_317nt,KK6_CL198_TR_1_x_316nt,90.257,934,83,5,15,946,948,21,0.0,1214.0,megablast,local_x3,951,near-full,0.9947423764458465,946,KK3
101,KK3_CL230_TR_1_x_317nt,ON872665.1,90.368,924,83,4,25,946,1,920,0.0,1208.0,megablast,ncbi_x3,951,near-full,0.9947423764458465,946,KK3
102,KK3_CL231_TR_1_x_567nt,AB016967.1,91.517,389,29,4,1311,1696,1701,1314,2.59e-150,532.0,megablast,ncbi_x3,1701,partial,0.22692533803644915,386,KK3
103,KK3_CL231_TR_1_x_567nt,AB016968.1,90.746,389,32,4,1311,1696,1698,1311,2.61e-145,516.0,megablast,ncbi_x3,1701,partial,0.22692533803644915,386,KK3
104,KK3_CL231_TR_1_x_567nt,AB016970.1,90.746,389,32,4,1311,1696,3423,3036,2.61e-145,516.0,megablast,ncbi_x3,1701,partial,0.22692533803644915,386,KK3
105,KK3_CL231_TR_1_x_567nt,AB077375.1,97.059,68,2,0,1629,1696,58,125,1.11e-24,115.0,megablast,ncbi_x3,1701,partial,0.03997648442092887,68,KK3
106,KK3_CL231_TR_1_x_567nt,AB077377.1,91.244,217,18,1,165,380,80,296,1.33e-78,294.0,megablast,ncbi_x3,1701,partial,0.38095238095238093,648,KK3
107,KK3_CL231_TR_1_x_567nt,BSCL158-1,97.059,34,1,0,388,421,38,5,3.93e-11,58.4,megablast,ref,567,partial,0.059964726631393295,34,KK3
108,KK3_CL231_TR_1_x_567nt,KK4_CL220_TR_1_x_567nt,99.789,1420,3,0,282,1701,1701,282,0.0,2606.0,megablast,local_x3,1701,near-full,1.0,1701,KK3
109,KK3_CL224_TR_1_x_320nt,P320,99.107,224,2,0,1,224,97,320,2.4399999999999997e-115,403.0,megablast,ref,320,composite,1.0,320,KK3
110,KK3_CL97_TR_1_x_369nt,P170,95.48,177,8,0,1,177,89,265,3.8500000000000004e-79,283.0,megablast,ref,369,partial,0.7100271002710027,262,KK3
111,KK3_CL212_TR_1_x_118nt,AJ517229.1,90.256,195,19,0,160,354,354,160,7.35e-72,270.0,dc-megablast,ncbi_x3,354,partial,0.5508474576271186,195,KK3
112,KK3_CL212_TR_1_x_118nt,AJ517227.1,92.013,313,25,0,42,354,354,42,3.1800000000000005e-123,440.0,megablast,ncbi_x3,354,near-full,1.0,354,KK3
113,KK3_CL169_TR_1_x_90nt,KC290900.1,92.222,270,13,4,1,270,467,206,6.79e-104,375.0,megablast,ncbi_x3,270,near-full,1.0,270,KK3
114,KK3_CL169_TR_1_x_90nt,KC290901.1,91.76,267,14,2,1,267,406,664,1.4700000000000001e-100,364.0,megablast,ncbi_x3,270,near-full,0.9888888888888889,267,KK3
115,KK3_CL169_TR_1_x_90nt,KC290902.1,92.647,272,10,5,1,270,583,320,4.06e-106,383.0,megablast,ncbi_x3,270,near-full,0.9888888888888889,267,KK3
116,KK3_CL169_TR_1_x_90nt,KK4_CL191_TR_1_x_90nt,100.0,265,0,0,1,265,265,1,9.87e-141,490.0,megablast,local_x3,270,near-full,1.0,270,KK3
117,KK3_CL169_TR_1_x_90nt,KK6_CL184_TR_1_x_90nt,100.0,270,0,0,1,270,1,270,1.64e-143,499.0,megablast,local_x3,270,near-full,1.0,270,KK3
118,KK3_CL169_TR_1_x_90nt,KP5KP10(max)_CL236_TR_1_x_90nt,96.629,267,9,0,4,270,270,4,1.85e-127,444.0,megablast,comp_x3,270,near-full,1.0,270,KK3
119,KK3_CL169_TR_1_x_90nt,MK283665.1,95.0,80,4,0,1,80,112,33,6.98e-30,126.0,megablast,ncbi,90,near-full,0.8888888888888888,80,KK3
120,KK3_CL169_TR_1_x_90nt,P427,100.0,90,0,0,1,90,106,195,8.729999999999999e-45,167.0,megablast,ref,90,near-full,1.0,90,KK3
121,KK3_CL17_TR_1_x_553nt,KK4_CL20_TR_1_x_553nt,98.552,1658,24,0,1,1658,2,1659,0.0,2929.0,megablast,local_x3,1659,near-full,1.0,1659,KK3
122,KK3_CL17_TR_1_x_553nt,KK6_CL262_TR_1_x_491nt,97.909,287,6,0,1,287,785,499,4.11e-143,497.0,megablast,local,553,composite,0.9927667269439421,549,KK3
123,KK3_CL17_TR_1_x_553nt,KK6_CL9_TR_1_x_584nt,94.089,1455,24,2,1,1393,1455,1,0.0,2284.0,dc-megablast,local_x3,1659,near-full,0.9993972272453285,1658,KK3
124,KK3_CL17_TR_1_x_553nt,ON872673.1,94.679,1447,15,2,1,1385,306,1752,0.0,2310.0,dc-megablast,ncbi_x3,1659,near-full,0.9993972272453285,1658,KK3
125,KK3_CL181_TR_1_x_421nt,5S-1,100.0,36,0,0,90,125,36,1,4.8e-14,67.6,megablast,ref,421,partial,0.0855106888361045,36,KK3
126,KK3_CL181_TR_1_x_421nt,5S-2,100.0,36,0,0,43,78,36,1,4.8e-14,67.6,megablast,ref,421,partial,0.0855106888361045,36,KK3
127,KK3_CL181_TR_1_x_421nt,HM536200.1,92.105,190,11,4,407,593,186,374,7.7e-70,265.0,megablast,ncbi_x3,1263,partial,0.4014251781472684,507,KK3
128,KK3_CL181_TR_1_x_421nt,HQ213955.1,91.623,191,10,6,407,593,329,517,3.5799999999999998e-68,259.0,megablast,ncbi_x3,1263,partial,0.4243863816310372,536,KK3
129,KK3_CL181_TR_1_x_421nt,HQ213956.1,91.005,189,12,5,828,1012,301,114,2.16e-65,250.0,megablast,ncbi_x3,1263,partial,0.42280285035629456,534,KK3
130,KK3_CL181_TR_1_x_421nt,HQ213957.1,91.803,183,13,2,836,1017,342,161,1.67e-66,254.0,megablast,ncbi_x3,1263,partial,0.4267616785431512,539,KK3
131,KK3_CL181_TR_1_x_421nt,KA25_CL177_TR_1_x_448nt,90.696,1150,44,15,1,1092,1203,59,0.0,1472.0,megablast,local_x3,1263,near-full,0.19794140934283452,250,KK3
132,KK3_CL181_TR_1_x_421nt,KC290906.1,92.683,205,13,2,1,204,251,48,9.830000000000001e-79,294.0,megablast,ncbi_x3,1263,partial,0.16152019002375298,204,KK3
133,KK3_CL181_TR_1_x_421nt,KK4_CL201_TR_1_x_489nt,90.402,323,29,2,725,1046,380,59,4.99e-120,424.0,megablast,local_x3,1263,partial,0.6714172604908947,848,KK3
134,KK3_CL181_TR_1_x_421nt,KK6_CL225_TR_1_x_391nt,91.799,1195,8,3,1,1195,69,1173,0.0,1782.0,dc-megablast,local_x3,1263,near-full,1.0,1263,KK3
135,KK3_CL181_TR_1_x_421nt,KP5KP10(max)_CL194_TR_1_x_403nt,90.045,673,45,14,1,671,477,1129,0.0,852.0,megablast,comp_x3,1263,partial,0.2723673792557403,344,KK3
136,KK3_CL181_TR_1_x_421nt,MF467437.1,90.751,346,29,3,725,1067,59149,58804,3.29e-128,459.0,megablast,ncbi_x3,1263,partial,0.16943784639746634,214,KK3
137,KK3_CL169_TR_1_x_90nt,KC290899.1,94.776,268,5,3,1,267,110,369,6.69e-114,409.0,megablast,ncbi_x3,270,near-full,0.9888888888888889,267,KK3
138,KK3_CL169_TR_1_x_90nt,BSCL135-2,100.0,30,0,0,12,41,1,30,1.97e-11,56.5,megablast,ref,90,partial,0.3333333333333333,30,KK3
139,KK3_CL165_TR_1_x_332nt,P334,91.25,320,27,1,1,319,9,328,9e-125,435.0,megablast,ref,332,near-full,0.9608433734939759,319,KK3
140,KK3_CL10_TR_1_x_487nt,KK4_CL6_TR_1_x_487nt,99.38,1452,9,0,1,1452,1452,1,0.0,2632.0,megablast,local_x3,1461,near-full,1.0,1461,KK3
141,KK3_CL10_TR_1_x_487nt,KK6_CL162_TR_1_x_661nt,99.682,314,0,1,1,313,982,669,5.82e-166,573.0,megablast,local,487,composite,1.0,487,KK3
142,KK3_CL10_TR_1_x_487nt,KK6_CL22_TR_1_x_488nt,99.457,1290,4,3,1,1287,1290,1,0.0,2340.0,megablast,local_x3,1461,near-full,1.0,1461,KK3
143,KK3_CL10_TR_1_x_487nt,P501,95.2,125,5,1,363,487,1,124,6.83e-53,196.0,megablast,ref,487,partial,0.3182751540041068,155,KK3
144,KK3_CL164_TR_1_x_44nt,BSCL184-1,95.652,23,1,0,1,23,10,32,4.58e-06,38.3,blastn,ref,44,partial,0.5227272727272727,23,KK3
145,KK3_CL164_TR_1_x_44nt,BSCL184-2,96.667,30,1,0,4,33,6,35,7.26e-10,50.9,blastn,ref,44,partial,0.6818181818181818,30,KK3
146,KK3_CL164_TR_1_x_44nt,KA25_CL199_TR_1_x_44nt,94.309,123,7,0,4,126,10,132,1.85e-50,189.0,megablast,local_x3,132,near-full,0.9772727272727273,129,KK3
147,KK3_CL164_TR_1_x_44nt,KK4_CL166_TR_1_x_44nt,100.0,121,0,0,12,132,132,12,5.0699999999999994e-61,224.0,megablast,local_x3,132,near-full,1.0,132,KK3
148,KK3_CL164_TR_1_x_44nt,KK6_CL228_TR_1_x_44nt,100.0,121,0,0,12,132,132,12,5.0699999999999994e-61,224.0,megablast,local_x3,132,near-full,1.0,132,KK3
149,KK3_CL164_TR_1_x_44nt,ON872678.1,99.242,132,1,0,1,132,3,134,4.12e-63,239.0,megablast,ncbi_x3,132,near-full,1.0,132,KK3
150,KK3_CL164_TR_1_x_44nt,ON872685.1,94.574,129,7,0,4,132,10,138,1.94e-51,200.0,megablast,ncbi_x3,132,near-full,0.9772727272727273,129,KK3
151,KK3_CL164_TR_1_x_44nt,Oligo-44,97.143,35,1,0,1,35,10,44,1.4e-12,59.9,blastn,ref,44,partial,0.7954545454545454,35,KK3
