,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,task,db,qlength,fitting,sum_coverage,sum_lengths,source
14,SB1_CL48_TR_1_x_4893nt,SB2_CL44_TR_1_x_4748nt,67.13,216,62,3,3120,3332,2740,2949,1.43e-09,64.4,blastn,local_x3,14679,partial,0.043531575720416923,639,SB1
15,SB1_CL48_TR_1_x_4893nt,SB2_CL25_TR_1_x_4783nt,68.034,1511,452,22,3120,4613,1842,3338,6.91e-134,477.0,dc-megablast,local_x3,14679,partial,0.5608011444921316,8232,SB1
16,SB1_CL48_TR_1_x_4893nt,SB2_CL151_TR_1_x_4245nt,82.54,63,11,0,14218,14280,2841,2779,1.43e-09,64.4,dc-megablast,local_x3,14679,partial,0.012875536480686695,189,SB1
17,SB1_CL48_TR_1_x_4893nt,SB2_CL145_TR_1_x_4470nt,69.014,142,43,1,13956,14097,812,672,7.42e-07,55.4,dc-megablast,local_x3,14679,partial,0.02902105048027795,426,SB1
18,SB1_CL48_TR_1_x_4893nt,SB1_CL8_TR_1_x_2808nt,66.312,282,85,7,11920,12196,597,321,6.09e-08,59.0,blastn,local_x3,14679,partial,0.05661148579603515,831,SB1
19,SB1_CL48_TR_1_x_4893nt,SB1_CL73_TR_1_x_4944nt,64.162,1384,441,25,12907,14258,2319,959,9.64e-50,197.0,blastn,local_x3,14679,partial,0.2763131003474351,4056,SB1
20,SB1_CL48_TR_1_x_4893nt,SB1_CL72_TR_1_x_4202nt,69.691,1521,422,20,3112,4608,2478,3983,4.65e-174,610.0,dc-megablast,local_x3,14679,partial,0.5610055180870631,8235,SB1
21,SB1_CL48_TR_1_x_4893nt,SB1_CL61_TR_1_x_5188nt,78.873,71,15,0,13183,13253,2190,2120,1.75e-08,60.8,blastn,local_x3,14679,partial,0.014510525240138974,213,SB1
22,SB1_CL48_TR_1_x_4893nt,SB1_CL45_TR_1_x_4748nt,66.667,216,63,3,3120,3332,2656,2865,1.75e-08,60.8,blastn,local_x3,14679,partial,0.043531575720416923,639,SB1
23,SB1_CL48_TR_1_x_4893nt,SB1_CL25_TR_1_x_4783nt,68.034,1511,452,22,12906,14399,2929,1433,6.91e-134,477.0,dc-megablast,local_x3,14679,partial,0.4009809932556714,5886,SB1
24,SB1_CL48_TR_1_x_4893nt,SB1_CL155_TR_1_x_4257nt,82.54,63,11,0,4432,4494,3963,4025,1.43e-09,64.4,dc-megablast,local_x3,14679,partial,0.012875536480686695,189,SB1
25,SB1_CL48_TR_1_x_4893nt,SB1_CL144_TR_1_x_4489nt,69.014,142,43,1,13956,14097,812,672,7.42e-07,55.4,dc-megablast,local_x3,14679,partial,0.02902105048027795,426,SB1
26,SB1_CL48_TR_1_x_4893nt,SB2_CL71_TR_1_x_4935nt,63.899,1385,443,25,3121,4472,3209,4569,2.1199999999999998e-45,183.0,dc-megablast,local_x3,14679,partial,0.2763131003474351,4056,SB1
27,SB1_CL46_TR_1_x_5662nt,SB5_CL111_TR_1_x_4563nt,67.943,209,51,5,3678,3878,586,786,1.36e-10,68.0,dc-megablast,local_x3,16986,partial,0.035499823383963264,603,SB1
28,SB1_CL45_TR_1_x_4748nt,SB6_CL98_TR_1_x_4568nt,67.0,200,66,0,12282,12481,1479,1280,1.39e-09,64.4,blastn,local_x3,14244,partial,0.06634372367312552,945,SB1
29,SB1_CL45_TR_1_x_4748nt,SB6_CL89_TR_1_x_4643nt,69.128,149,42,4,12426,12572,1349,1203,0.000107,48.2,blastn,local_x3,14244,partial,0.030960404380791912,441,SB1
30,SB1_CL45_TR_1_x_4748nt,SB6_CL88_TR_1_x_4835nt,79.962,4182,776,49,3,4150,7,4160,0.0,3024.0,megablast,local,4748,near-full,0.8736310025273799,4148,SB1
31,SB1_CL45_TR_1_x_4748nt,SB6_CL84_TR_1_x_4740nt,68.153,157,50,0,2930,3086,3335,3491,5.91e-08,59.0,dc-megablast,local_x3,14244,partial,0.03306655433866891,471,SB1
32,SB1_CL45_TR_1_x_4748nt,SB6_CL60_TR_1_x_4625nt,65.744,289,93,3,2790,3075,2628,2913,1.14e-10,68.0,dc-megablast,local_x3,14244,partial,0.06023588879528222,858,SB1
33,SB1_CL45_TR_1_x_4748nt,SB6_CL59_TR_1_x_4597nt,80.357,56,11,0,12426,12481,2987,2932,8.78e-06,51.8,blastn,local_x3,14244,partial,0.011794439764111205,168,SB1
34,SB1_CL45_TR_1_x_4748nt,SB6_CL53_TR_1_x_4452nt,79.661,59,12,0,12531,12589,850,792,2.51e-06,53.6,dc-megablast,local_x3,14244,partial,0.012426284751474306,177,SB1
35,SB1_CL45_TR_1_x_4748nt,SB6_CL52_TR_1_x_4424nt,65.818,275,84,4,2694,2963,41,310,1.39e-09,64.4,blastn,local_x3,14244,partial,0.05686604886267902,810,SB1
36,SB1_CL45_TR_1_x_4748nt,SB6_CL50_TR_1_x_5156nt,64.784,301,101,3,2786,3082,2945,3244,2.06e-07,57.2,dc-megablast,local_x3,14244,partial,0.06255265374894692,891,SB1
37,SB1_CL45_TR_1_x_4748nt,SB6_CL42_TR_1_x_5022nt,69.058,223,67,2,2647,2868,3012,3233,1.48e-15,84.2,dc-megablast,local_x3,14244,partial,0.04675652906486942,666,SB1
38,SB1_CL45_TR_1_x_4748nt,SB6_CL41_TR_1_x_4654nt,77.632,76,17,0,12288,12363,4399,4324,1.69e-08,60.8,blastn,local_x3,14244,partial,0.016006739679865205,228,SB1
39,SB1_CL45_TR_1_x_4748nt,SB6_CL34_TR_1_x_5208nt,75.904,83,20,0,2744,2826,3341,3423,1.69e-08,60.8,dc-megablast,local_x3,14244,partial,0.017481044650379106,249,SB1
40,SB1_CL45_TR_1_x_4748nt,SB6_CL26_TR_1_x_4961nt,72.662,139,34,4,2729,2865,3421,3557,3.98e-10,66.2,blastn,local_x3,14244,partial,0.04317607413647852,615,SB1
41,SB1_CL45_TR_1_x_4748nt,SB6_CL20_TR_1_x_4873nt,70.13,231,58,5,2644,2867,4645,4871,2.87e-18,93.3,blastn,local_x3,14244,partial,0.08487784330244313,1209,SB1
42,SB1_CL45_TR_1_x_4748nt,SB6_CL158_TR_1_x_4432nt,68.088,1501,447,24,12087,13571,4796,3312,3.4699999999999997e-131,468.0,dc-megablast,local_x3,14244,partial,0.5798230834035384,8259,SB1
43,SB1_CL45_TR_1_x_4748nt,SB6_CL113_TR_1_x_4563nt,68.939,132,41,0,12339,12470,4027,3896,2.51e-06,53.6,blastn,local_x3,14244,partial,0.03433024431339511,489,SB1
44,SB1_CL45_TR_1_x_4748nt,SB6_CL104_TR_1_x_4119nt,65.944,323,108,2,2761,3082,2108,2429,1.81e-14,80.6,blastn,local_x3,14244,partial,0.08256107834877843,1176,SB1
45,SB1_CL45_TR_1_x_4748nt,SB5_CL83_TR_1_x_4886nt,79.895,4188,774,52,3,4150,24,4183,0.0,3007.0,megablast,local,4748,near-full,0.8736310025273799,4148,SB1
46,SB1_CL45_TR_1_x_4748nt,SB5_CL74_TR_1_x_4640nt,69.128,149,42,4,2930,3076,3342,3488,0.000107,48.2,blastn,local_x3,14244,partial,0.030960404380791912,441,SB1
47,SB1_CL45_TR_1_x_4748nt,SB5_CL71_TR_1_x_4740nt,68.153,157,50,0,2930,3086,3335,3491,5.91e-08,59.0,dc-megablast,local_x3,14244,partial,0.03306655433866891,471,SB1
48,SB1_CL46_TR_1_x_5662nt,SB1_CL120_TR_1_x_4490nt,72.0,150,36,2,3591,3740,2950,3093,7.53e-14,78.8,dc-megablast,local_x3,16986,partial,0.026492405510420345,450,SB1
49,SB1_CL46_TR_1_x_5662nt,SB1_CL132_TR_1_x_4657nt,79.661,59,12,0,15004,15062,1398,1340,3e-06,53.6,dc-megablast,local_x3,16986,partial,0.010420346167432003,177,SB1
50,SB1_CL46_TR_1_x_5662nt,SB4_CL177_TR_1_x_4564nt,67.943,209,51,5,15002,15202,562,362,1.36e-10,68.0,dc-megablast,local_x3,16986,partial,0.035499823383963264,603,SB1
51,SB1_CL46_TR_1_x_5662nt,SB4_CL170_TR_1_x_4343nt,71.053,114,33,0,13549,13662,3568,3455,2.46e-07,57.2,blastn,local_x3,16986,partial,0.020134228187919462,342,SB1
52,SB1_CL46_TR_1_x_5662nt,SB4_CL148_TR_1_x_5150nt,68.919,148,46,0,3591,3738,3637,3784,2.02e-08,60.8,blastn,local_x3,16986,partial,0.026139173436948077,444,SB1
53,SB1_CL46_TR_1_x_5662nt,SB4_CL141_TR_1_x_4706nt,79.032,62,13,0,15922,15983,590,529,3e-06,53.6,dc-megablast,local_x3,16986,partial,0.01095019427764041,186,SB1
54,SB1_CL46_TR_1_x_5662nt,SB4_CL139_TR_1_x_4424nt,72.152,158,38,2,14915,15072,1417,1266,1.77e-15,84.2,dc-megablast,local_x3,16986,partial,0.027905333804309432,474,SB1
55,SB1_CL46_TR_1_x_5662nt,SB4_CL120_TR_1_x_5206nt,68.987,158,44,4,14903,15059,1828,1675,1.05e-05,51.8,dc-megablast,local_x3,16986,partial,0.027728717767573297,471,SB1
56,SB1_CL46_TR_1_x_5662nt,SB2_CL43_TR_1_x_5722nt,95.644,17147,561,24,1,16964,23,17166,0.0,27614.0,dc-megablast,local_x3,16986,near-full,1.0,16986,SB1
57,SB1_CL46_TR_1_x_5662nt,SB2_CL14_TR_1_x_5699nt,81.994,1655,282,15,3190,4836,3169,4815,0.0,1391.0,megablast,local_x3,16986,partial,0.5529848110208407,9393,SB1
58,SB1_CL46_TR_1_x_5662nt,SB2_CL139_TR_1_x_4828nt,65.057,704,220,14,4119,4809,3867,4557,7.05e-27,122.0,dc-megablast,local_x3,16986,partial,0.31190392087601554,5298,SB1
59,SB1_CL46_TR_1_x_5662nt,SB2_CL134_TR_1_x_4653nt,79.661,59,12,0,15004,15062,1398,1340,3e-06,53.6,dc-megablast,local_x3,16986,partial,0.010420346167432003,177,SB1
60,SB1_CL46_TR_1_x_5662nt,SB2_CL126_TR_1_x_4491nt,72.0,150,36,2,14915,15064,1530,1387,7.53e-14,78.8,dc-megablast,local_x3,16986,partial,0.026492405510420345,450,SB1
61,SB1_CL46_TR_1_x_5662nt,SB2_CL124_TR_1_x_4643nt,66.667,621,189,16,2288,2899,2206,2817,1.36e-29,131.0,dc-megablast,local_x3,16986,partial,0.1720240197809961,2922,SB1
62,SB1_CL46_TR_1_x_5662nt,SB1_CL71_TR_1_x_7582nt,71.538,130,37,0,3622,3751,5602,5731,1.36e-10,68.0,blastn,local_x3,16986,partial,0.022960084775697633,390,SB1
63,SB1_CL46_TR_1_x_5662nt,SB1_CL17_TR_1_x_3421nt,66.817,1549,496,12,3270,4809,1720,3259,2.01e-122,439.0,dc-megablast,local_x3,16986,partial,0.4176969268809608,7095,SB1
64,SB1_CL46_TR_1_x_5662nt,SB1_CL138_TR_1_x_4731nt,64.832,654,204,14,15493,16133,754,114,1.89e-21,104.0,dc-megablast,local_x3,16986,partial,0.27075238431649595,4599,SB1
65,SB1_CL46_TR_1_x_5662nt,SB1_CL122_TR_1_x_4775nt,71.6,250,63,4,14824,15069,1369,1124,2.4600000000000002e-26,120.0,dc-megablast,local_x3,16986,partial,0.04344754503708937,738,SB1
66,SB1_CL48_TR_1_x_4893nt,SB4_CL103_TR_1_x_4452nt,64.095,337,107,6,13768,14097,2663,2334,0.00011,48.2,dc-megablast,local_x3,14679,partial,0.0674432863274065,990,SB1
67,SB1_CL48_TR_1_x_4893nt,SB4_CL114_TR_1_x_4571nt,78.947,57,12,0,13183,13239,3487,3431,3.16e-05,50.0,dc-megablast,local_x3,14679,partial,0.011649294911097487,171,SB1
68,SB1_CL5_TR_1_x_3826nt,SB1_CL53_TR_1_x_5492nt,83.673,49,8,0,10416,10464,4461,4413,2.03e-06,53.6,blastn,local_x3,11478,partial,0.01280710925248301,147,SB1
69,SB1_CL5_TR_1_x_3826nt,SB1_CL33_TR_1_x_5424nt,85.714,49,7,0,2768,2816,713,761,1.66e-07,57.2,dc-megablast,local_x3,11478,partial,0.01280710925248301,147,SB1
70,SB1_CL5_TR_1_x_3826nt,SB1_CL2_TR_1_x_5881nt,86.207,58,7,1,10419,10476,4451,4395,3.21e-10,66.2,dc-megablast,local_x3,11478,partial,0.015159435441714584,174,SB1
71,SB1_CL5_TR_1_x_3826nt,SB1_CL1_TR_1_x_5602nt,81.633,49,9,0,2764,2812,1061,1109,8.61e-05,48.2,blastn,local_x3,11478,partial,0.01280710925248301,147,SB1
72,SB1_CL53_TR_1_x_5492nt,SB5_CL142_TR_1_x_4775nt,72.358,492,132,4,12696,13185,3102,2613,1.08e-68,260.0,dc-megablast,local_x3,16476,partial,0.17079388201019666,2814,SB1
73,SB1_CL53_TR_1_x_5492nt,SB2_CL99_TR_1_x_5336nt,66.4,4381,1296,86,175,4458,4535,8836,0.0,1036.0,dc-megablast,local_x3,16476,partial,0.7800436999271668,12852,SB1
74,SB1_CL53_TR_1_x_5492nt,SB2_CL97_TR_1_x_5509nt,95.256,14628,616,27,1908,16470,1,14615,0.0,23097.0,megablast,local_x3,16476,near-full,0.9994537509104151,16467,SB1
75,SB1_CL53_TR_1_x_5492nt,SB2_CL6_TR_1_x_4009nt,70.642,109,29,2,11279,11384,1238,1130,0.000432,46.4,dc-megablast,local_x3,16476,partial,0.01930080116533139,318,SB1
76,SB1_CL53_TR_1_x_5492nt,SB2_CL63_TR_1_x_5259nt,67.329,2115,640,18,870,2951,927,3023,0.0,664.0,dc-megablast,local_x3,16476,partial,0.6525855790240349,10752,SB1
77,SB1_CL53_TR_1_x_5492nt,SB2_CL39_TR_1_x_5423nt,68.819,2091,592,28,911,2964,1637,3704,0.0,760.0,dc-megablast,local_x3,16476,partial,0.5595411507647488,9219,SB1
78,SB1_CL53_TR_1_x_5492nt,SB2_CL2_TR_1_x_5597nt,79.315,4496,919,5,1,4492,51,4539,0.0,3903.0,dc-megablast,local,5492,near-full,0.817916970138383,4492,SB1
79,SB1_CL53_TR_1_x_5492nt,SB2_CL27_TR_1_x_5341nt,66.852,3949,1199,60,11290,15177,4410,511,0.0,1049.0,dc-megablast,local_x3,16476,partial,0.7325200291332847,12069,SB1
80,SB1_CL53_TR_1_x_5492nt,SB2_CL1_TR_1_x_5881nt,67.274,3951,1163,61,11252,15125,5832,1935,0.0,1139.0,dc-megablast,local_x3,16476,partial,0.7171643602816218,11816,SB1
81,SB1_CL53_TR_1_x_5492nt,SB2_CL127_TR_1_x_5318nt,66.161,461,138,10,12823,13274,4184,3733,2.23e-20,100.0,dc-megablast,local_x3,16476,partial,0.08230152949745084,1356,SB1
82,SB1_CL53_TR_1_x_5492nt,SB2_CL107_TR_1_x_5120nt,67.131,3231,973,39,11848,15035,6918,3734,0.0,944.0,dc-megablast,local_x3,16476,partial,0.5804806991988347,9564,SB1
83,SB1_CL53_TR_1_x_5492nt,SB1_CL99_TR_1_x_5336nt,66.522,4376,1299,85,175,4458,247,4548,0.0,1054.0,dc-megablast,local_x3,16476,partial,0.7800436999271668,12852,SB1
84,SB1_CL53_TR_1_x_5492nt,SB1_CL98_TR_1_x_5121nt,67.224,3231,970,40,864,4051,4865,8049,0.0,953.0,dc-megablast,local_x3,16476,partial,0.6917334304442826,11397,SB1
85,SB1_CL53_TR_1_x_5492nt,SB1_CL6_TR_1_x_5399nt,67.531,3819,1136,56,292,4052,809,4581,0.0,1139.0,dc-megablast,local_x3,16476,partial,0.7093954843408594,11688,SB1
86,SB1_CL53_TR_1_x_5492nt,SB1_CL64_TR_1_x_5258nt,67.529,2125,635,19,870,2961,929,3031,0.0,686.0,dc-megablast,local_x3,16476,partial,0.6757101238164603,11133,SB1
87,SB1_CL53_TR_1_x_5492nt,SB1_CL5_TR_1_x_3826nt,70.642,109,29,2,11279,11384,1045,937,0.000432,46.4,dc-megablast,local_x3,16476,partial,0.01930080116533139,318,SB1
88,SB1_CL5_TR_1_x_3826nt,SB1_CL64_TR_1_x_5258nt,83.673,49,6,1,10416,10464,4527,4481,2.47e-05,50.0,blastn,local_x3,11478,partial,0.020386826973340304,234,SB1
89,SB1_CL5_TR_1_x_3826nt,SB1_CL6_TR_1_x_5399nt,79.31,58,11,1,10419,10476,4981,4925,8.61e-05,48.2,blastn,local_x3,11478,partial,0.022739153162571878,261,SB1
90,SB1_CL5_TR_1_x_3826nt,SB1_CL99_TR_1_x_5336nt,86.957,46,6,0,10419,10464,4548,4503,1.66e-07,57.2,dc-megablast,local_x3,11478,partial,0.012023000522739153,138,SB1
91,SB1_CL61_TR_1_x_5188nt,SB1_CL48_TR_1_x_4893nt,78.873,71,15,0,12496,12566,3467,3397,1.85e-08,60.8,dc-megablast,local_x3,15564,partial,0.013685427910562837,213,SB1
92,SB1_CL61_TR_1_x_5188nt,SB1_CL45_TR_1_x_4748nt,70.37,162,46,2,12411,12571,3085,2925,3.57e-11,69.8,dc-megablast,local_x3,15564,partial,0.031033153430994602,483,SB1
93,SB1_CL61_TR_1_x_5188nt,SB1_CL25_TR_1_x_4783nt,69.543,197,57,2,2023,2219,2485,2678,6.9e-14,78.8,dc-megablast,local_x3,15564,partial,0.03797224363916731,591,SB1
94,SB1_CL61_TR_1_x_5188nt,SB1_CL17_TR_1_x_3421nt,69.444,144,44,0,12424,12567,2173,2030,5.3e-09,62.6,dc-megablast,local_x3,15564,partial,0.027756360832690823,432,SB1
95,SB1_CL61_TR_1_x_5188nt,SB1_CL144_TR_1_x_4489nt,67.808,146,41,2,2048,2190,1417,1559,0.000117,48.2,blastn,local_x3,15564,partial,0.02756360832690825,429,SB1
96,SB1_CL61_TR_1_x_5188nt,SB1_CL137_TR_1_x_4518nt,73.171,82,22,0,12491,12572,2111,2030,3.35e-05,50.0,dc-megablast,local_x3,15564,partial,0.015805705474171164,246,SB1
97,SB1_CL61_TR_1_x_5188nt,SB1_CL132_TR_1_x_4657nt,69.697,165,42,3,2027,2190,1334,1491,4.35e-10,66.2,blastn,local_x3,15564,partial,0.03161141094834233,492,SB1
98,SB1_CL61_TR_1_x_5188nt,SB1_CL110_TR_1_x_4534nt,75.342,146,34,2,2048,2192,617,761,8.97e-19,95.1,blastn,local_x3,15564,partial,0.0279491133384734,435,SB1
99,SB1_CL5_TR_1_x_3826nt,SB2_CL99_TR_1_x_5336nt,84.483,58,8,1,10419,10476,3500,3444,1.36e-08,60.8,dc-megablast,local_x3,11478,partial,0.015159435441714584,174,SB1
100,SB1_CL5_TR_1_x_3826nt,SB2_CL97_TR_1_x_5509nt,83.673,49,8,0,10416,10464,2554,2506,2.03e-06,53.6,blastn,local_x3,11478,partial,0.01280710925248301,147,SB1
101,SB1_CL5_TR_1_x_3826nt,SB2_CL6_TR_1_x_4009nt,98.086,3814,40,2,3,3783,196,4009,0.0,6570.0,dc-megablast,local,3826,near-full,0.9994772608468374,3824,SB1
102,SB1_CL5_TR_1_x_3826nt,SB2_CL63_TR_1_x_5259nt,83.673,49,6,1,10416,10464,4525,4479,2.47e-05,50.0,blastn,local_x3,11478,partial,0.020386826973340304,234,SB1
103,SB1_CL5_TR_1_x_3826nt,SB2_CL39_TR_1_x_5423nt,87.755,49,6,0,10420,10468,5192,5144,3.91e-09,62.6,dc-megablast,local_x3,11478,partial,0.01280710925248301,147,SB1
104,SB1_CL5_TR_1_x_3826nt,SB2_CL2_TR_1_x_5597nt,84.0,50,8,0,10416,10465,4508,4459,5.8e-07,55.4,blastn,local_x3,11478,partial,0.013068478829064296,150,SB1
105,SB1_CL5_TR_1_x_3826nt,SB2_CL27_TR_1_x_5341nt,82.759,58,9,1,2767,2824,252,308,1.66e-07,57.2,dc-megablast,local_x3,11478,partial,0.015159435441714584,174,SB1
106,SB1_CL5_TR_1_x_3826nt,SB2_CL1_TR_1_x_5881nt,72.376,724,168,17,1815,2526,581,1284,1.2700000000000002e-97,356.0,dc-megablast,local_x3,11478,partial,0.20125457396759017,2310,SB1
107,SB1_CL5_TR_1_x_3826nt,SB2_CL11_TR_1_x_4150nt,73.292,161,43,0,7597,7757,3988,3828,1.9e-19,96.9,blastn,local_x3,11478,partial,0.11108207004704652,1275,SB1
108,SB1_CL53_TR_1_x_5492nt,SB1_CL33_TR_1_x_5424nt,68.896,2093,587,28,11895,13948,4268,2201,0.0,771.0,dc-megablast,local_x3,16476,partial,0.5595411507647488,9219,SB1
109,SB1_CL53_TR_1_x_5492nt,SB1_CL2_TR_1_x_5881nt,67.071,3960,1156,66,268,4141,243,4140,0.0,1099.0,dc-megablast,local_x3,16476,partial,0.7053896576839038,11622,SB1
110,SB1_CL53_TR_1_x_5492nt,SB1_CL1_TR_1_x_5602nt,77.177,4513,1015,8,1,4507,5518,1015,0.0,3472.0,dc-megablast,local,5492,near-full,0.8206482155863074,4507,SB1
111,SB1_CL48_TR_1_x_4893nt,SB5_CL71_TR_1_x_4740nt,64.399,882,280,21,3259,4123,3197,4061,1.1e-23,111.0,dc-megablast,local_x3,14679,partial,0.1935417944001635,2841,SB1
112,SB1_CL48_TR_1_x_4893nt,SB5_CL50_TR_1_x_4886nt,70.526,95,28,0,2065,2159,1862,1956,0.000385,46.4,blastn,local_x3,14679,partial,0.01941549151849581,285,SB1
113,SB1_CL48_TR_1_x_4893nt,SB5_CL46_TR_1_x_4564nt,78.947,57,12,0,3397,3453,1598,1654,3.16e-05,50.0,blastn,local_x3,14679,partial,0.011649294911097487,171,SB1
114,SB1_CL48_TR_1_x_4893nt,SB5_CL40_TR_1_x_4625nt,72.024,168,47,0,13728,13895,1304,1137,1.03e-17,91.5,blastn,local_x3,14679,partial,0.06785203351726957,996,SB1
115,SB1_CL48_TR_1_x_4893nt,SB5_CL39_TR_1_x_4452nt,64.095,337,107,6,13768,14097,1774,1445,0.00011,48.2,dc-megablast,local_x3,14679,partial,0.0674432863274065,990,SB1
116,SB1_CL48_TR_1_x_4893nt,SB5_CL37_TR_1_x_4654nt,69.226,1511,441,19,12907,14399,2317,813,1.73e-160,565.0,dc-megablast,local_x3,14679,partial,0.42877580216636013,6294,SB1
117,SB1_CL48_TR_1_x_4893nt,SB5_CL35_TR_1_x_4873nt,69.14,1523,422,20,12907,14399,2035,531,2.26e-165,581.0,dc-megablast,local_x3,14679,partial,0.5622317596566524,8253,SB1
118,SB1_CL48_TR_1_x_4893nt,SB5_CL28_TR_1_x_4798nt,69.915,1529,417,20,12898,14400,1694,183,1.4199999999999999e-180,632.0,dc-megablast,local_x3,14679,partial,0.4522787655834866,6639,SB1
119,SB1_CL48_TR_1_x_4893nt,SB4_CL98_TR_1_x_4625nt,66.272,169,57,0,3299,3467,2649,2817,0.00011,48.2,dc-megablast,local_x3,14679,partial,0.06887390149192724,1011,SB1
120,SB1_CL48_TR_1_x_4893nt,SB4_CL91_TR_1_x_4873nt,69.14,1523,422,20,12907,14399,2105,601,2.26e-165,581.0,dc-megablast,local_x3,14679,partial,0.5622317596566524,8253,SB1
121,SB1_CL48_TR_1_x_4893nt,SB4_CL90_TR_1_x_4654nt,69.226,1511,441,19,3121,4613,191,1695,1.73e-160,565.0,dc-megablast,local_x3,14679,partial,0.42877580216636013,6294,SB1
122,SB1_CL48_TR_1_x_4893nt,SB4_CL88_TR_1_x_4803nt,69.85,1529,418,20,3112,4614,3074,4585,1.73e-179,628.0,dc-megablast,local_x3,14679,partial,0.49928469241773965,7329,SB1
123,SB1_CL48_TR_1_x_4893nt,SB4_CL70_TR_1_x_4884nt,77.465,71,16,0,3397,3467,3064,3134,2.13e-07,57.2,dc-megablast,local_x3,14679,partial,0.014510525240138974,213,SB1
124,SB1_CL48_TR_1_x_4893nt,SB4_CL29_TR_1_x_4514nt,65.029,875,261,22,3256,4109,2313,3163,2.2700000000000003e-32,140.0,dc-megablast,local_x3,14679,partial,0.17453505007153075,2562,SB1
125,SB1_CL48_TR_1_x_4893nt,SB4_CL160_TR_1_x_4642nt,67.092,392,127,2,3292,3682,2663,3053,7.420000000000001e-26,118.0,dc-megablast,local_x3,14679,partial,0.10974862047823421,1611,SB1
126,SB1_CL48_TR_1_x_4893nt,SB4_CL144_TR_1_x_4740nt,64.399,882,280,21,3259,4123,3198,4062,1.1e-23,111.0,dc-megablast,local_x3,14679,partial,0.1935417944001635,2841,SB1
127,SB1_CL48_TR_1_x_4893nt,SB5_CL74_TR_1_x_4640nt,66.327,392,130,2,3292,3682,3237,3627,4.68e-22,105.0,dc-megablast,local_x3,14679,partial,0.10974862047823421,1611,SB1
128,SB1_CL48_TR_1_x_4893nt,SB6_CL20_TR_1_x_4873nt,69.14,1523,422,20,3121,4613,4658,6162,2.26e-165,581.0,dc-megablast,local_x3,14679,partial,0.3051297772327815,4479,SB1
