,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,task,db,qlength,fitting,sum_coverage,sum_lengths,source
28,KK1_CL213_TR_1_x_421nt,HM536200.1,92.105,190,11,4,669,855,374,186,7.7e-70,265.0,megablast,ncbi_x3,1263,partial,0.4338875692794933,548,KK1
29,KK1_CL213_TR_1_x_421nt,5S-2,100.0,36,0,0,342,377,1,36,4.8e-14,67.6,megablast,ref,421,partial,0.0855106888361045,36,KK1
30,KK1_CL213_TR_1_x_421nt,5S-1,100.0,36,0,0,295,330,1,36,4.8e-14,67.6,megablast,ref,421,partial,0.0855106888361045,36,KK1
31,KK1_CL204_TR_1_x_118nt,pSc119_2,90.517,116,11,0,3,118,457,572,9.3e-41,154.0,megablast,ref,118,near-full,0.9830508474576272,116,KK1
32,KK1_CL204_TR_1_x_118nt,ON872682.1,94.41,322,18,0,33,354,354,33,6.7e-140,496.0,megablast,ncbi_x3,354,near-full,0.9943502824858758,352,KK1
33,KK1_CL204_TR_1_x_118nt,AJ517282.4,96.552,29,1,0,326,354,184,212,4.35e-05,49.1,blastn,ncbi_x3,354,partial,0.08192090395480225,29,KK1
34,KK1_CL204_TR_1_x_118nt,AJ517281.1,91.667,36,3,0,3,38,310,345,3.57e-06,52.7,blastn,ncbi_x3,354,partial,0.1016949152542373,36,KK1
35,KK1_CL204_TR_1_x_118nt,AJ517280.1,91.892,37,3,0,3,39,309,345,1.02e-06,54.5,blastn,ncbi_x3,354,partial,0.10451977401129943,37,KK1
36,KK1_CL204_TR_1_x_118nt,AJ517257.1,92.529,348,26,0,7,354,1,348,5.1799999999999997e-141,499.0,megablast,ncbi_x3,354,near-full,0.9943502824858758,352,KK1
37,KK1_CL204_TR_1_x_118nt,AJ517256.1,90.154,325,32,0,2,326,30,354,3.21e-118,424.0,megablast,ncbi_x3,354,near-full,0.9915254237288136,351,KK1
38,KK1_CL204_TR_1_x_118nt,AJ517254.1,90.184,326,30,2,4,329,28,351,2.4000000000000001e-122,437.0,dc-megablast,ncbi_x3,354,near-full,0.9915254237288136,351,KK1
39,KK1_CL204_TR_1_x_118nt,AJ517253.4,96.429,28,1,0,327,354,1,28,0.000152,47.3,blastn,ncbi_x3,354,partial,0.07909604519774012,28,KK1
40,KK1_CL204_TR_1_x_118nt,AJ517251.1,90.52,327,31,0,3,329,27,353,3.8e-126,451.0,dc-megablast,ncbi_x3,354,near-full,0.9943502824858758,352,KK1
41,KK1_CL204_TR_1_x_118nt,AJ517249.4,96.429,28,1,0,327,354,1,28,0.000152,47.3,blastn,ncbi_x3,354,partial,0.07909604519774012,28,KK1
42,KK1_CL204_TR_1_x_118nt,AJ517248.1,96.429,28,1,0,327,354,1,28,0.000152,47.3,blastn,ncbi_x3,354,partial,0.07909604519774012,28,KK1
43,KK1_CL204_TR_1_x_118nt,AJ517245.1,90.805,348,32,0,7,354,1,348,1.84e-136,484.0,dc-megablast,ncbi_x3,354,near-full,0.9943502824858758,352,KK1
44,KK1_CL204_TR_1_x_118nt,AJ517243.4,91.892,37,3,0,3,39,150,186,1.02e-06,54.5,blastn,ncbi_x3,354,partial,0.1864406779661017,66,KK1
45,KK1_CL204_TR_1_x_118nt,AJ517242.4,90.598,117,11,0,2,118,31,147,1.25e-38,156.0,megablast,ncbi,118,near-full,0.9915254237288136,117,KK1
46,KK1_CL204_TR_1_x_118nt,AJ517240.4,90.179,112,11,0,4,115,32,143,7.53e-36,147.0,megablast,ncbi,118,near-full,0.9491525423728814,112,KK1
47,KK1_CL204_TR_1_x_118nt,AJ517260.4,93.103,29,2,0,326,354,185,213,0.000531,44.6,blastn,ncbi_x3,354,partial,0.08192090395480225,29,KK1
48,KK1_CL204_TR_1_x_118nt,AJ517261.4,91.892,37,3,0,3,39,149,185,1.02e-06,54.5,blastn,ncbi_x3,354,partial,0.1864406779661017,66,KK1
49,KK1_CL204_TR_1_x_118nt,AJ517262.4,91.429,35,3,0,5,39,151,185,1.25e-05,50.9,blastn,ncbi_x3,354,partial,0.09887005649717515,35,KK1
50,KK1_CL204_TR_1_x_118nt,AJ517263.4,90.351,114,11,0,5,118,33,146,1.11e-38,157.0,dc-megablast,ncbi,118,near-full,0.9830508474576272,116,KK1
51,KK1_CL204_TR_1_x_118nt,AJ517279.1,91.667,36,3,0,3,38,310,345,3.57e-06,52.7,blastn,ncbi_x3,354,partial,0.1016949152542373,36,KK1
52,KK1_CL204_TR_1_x_118nt,AJ517278.4,96.552,29,1,0,326,354,185,213,4.35e-05,49.1,blastn,ncbi_x3,354,partial,0.08192090395480225,29,KK1
53,KK1_CL204_TR_1_x_118nt,AJ517277.4,93.103,29,2,0,326,354,184,212,0.000531,44.6,blastn,ncbi_x3,354,partial,0.08192090395480225,29,KK1
54,KK1_CL204_TR_1_x_118nt,AJ517276.4,92.105,114,9,0,3,116,31,144,2.15e-41,166.0,dc-megablast,ncbi,118,near-full,0.3135593220338983,37,KK1
55,KK1_CL204_TR_1_x_118nt,AJ517275.1,90.411,146,14,0,209,354,1,146,3.13e-51,201.0,dc-megablast,ncbi_x3,354,partial,0.4124293785310734,146,KK1
56,KK1_CL204_TR_1_x_118nt,AJ517274.1,90.411,146,14,0,209,354,1,146,3.13e-51,201.0,dc-megablast,ncbi_x3,354,partial,0.4124293785310734,146,KK1
57,KK1_CL204_TR_1_x_118nt,AJ517272.1,90.53,264,25,0,91,354,1,264,4.34e-100,364.0,dc-megablast,ncbi_x3,354,partial,0.7457627118644068,264,KK1
58,KK1_CL204_TR_1_x_118nt,AJ517270.4,93.22,118,8,0,1,118,29,146,3.41e-45,178.0,dc-megablast,ncbi,118,near-full,1.0,118,KK1
59,KK1_CL204_TR_1_x_118nt,AJ517269.4,91.667,36,3,0,4,39,150,185,3.57e-06,52.7,dc-megablast,ncbi_x3,354,partial,0.1016949152542373,36,KK1
60,KK1_CL204_TR_1_x_118nt,AJ517268.4,92.105,38,3,0,2,39,148,185,2.93e-07,56.3,dc-megablast,ncbi_x3,354,partial,0.10734463276836158,38,KK1
61,KK1_CL204_TR_1_x_118nt,AJ517267.4,96.552,29,1,0,326,354,191,219,4.35e-05,49.1,blastn,ncbi_x3,354,partial,0.08192090395480225,29,KK1
62,KK1_CL204_TR_1_x_118nt,AJ517266.4,91.667,36,3,0,4,39,150,185,3.57e-06,52.7,blastn,ncbi_x3,354,partial,0.1016949152542373,36,KK1
63,KK1_CL204_TR_1_x_118nt,AJ517265.4,90.0,110,11,0,2,111,30,139,1.65e-36,150.0,dc-megablast,ncbi,118,near-full,0.9322033898305084,110,KK1
64,KK1_CL204_TR_1_x_118nt,AJ517264.4,96.552,29,1,0,326,354,185,213,4.35e-05,49.1,blastn,ncbi_x3,354,partial,0.08192090395480225,29,KK1
65,KK1_CL204_TR_1_x_118nt,AJ517271.4,90.991,111,9,1,3,113,80,189,5.8200000000000005e-37,150.0,megablast,ncbi,118,near-full,0.940677966101695,111,KK1
66,KK1_CL221_TR_1_x_312nt,KK2_CL196_TR_1_x_322nt,94.268,820,21,8,1,797,817,1,0.0,1230.0,megablast,local_x3,936,near-full,0.9989316239316239,935,KK1
67,KK1_CL221_TR_1_x_312nt,KK3_CL195_TR_1_x_312nt,99.353,927,6,0,1,927,10,936,0.0,1679.0,megablast,local_x3,936,near-full,1.0,936,KK1
68,KK1_CL221_TR_1_x_312nt,KK6_CL218_TR_1_x_322nt,94.0,950,21,20,1,917,947,1,0.0,1406.0,megablast,local_x3,936,near-full,1.0,936,KK1
69,KK1_CL51_TR_1_x_343nt,AFA-3,91.667,36,3,0,236,271,2,37,2.22e-09,52.7,blastn,ref,343,partial,0.10495626822157435,36,KK1
70,KK1_CL259_TR_1_x_145nt,P436,100.0,145,0,0,1,145,111,255,4.01e-75,268.0,megablast,ref,145,near-full,1.0,145,KK1
71,KK1_CL259_TR_1_x_145nt,KK3_CL247_TR_1_x_145nt,100.0,427,0,0,1,427,427,1,0.0,789.0,megablast,local_x3,435,near-full,1.0,435,KK1
72,KK1_CL259_TR_1_x_145nt,KK2_CL246_TR_1_x_145nt,100.0,426,0,0,1,426,426,1,0.0,787.0,megablast,local_x3,435,near-full,1.0,435,KK1
73,KK1_CL249_TR_1_x_320nt,P320,98.696,230,3,0,91,320,320,91,5.2500000000000005e-117,409.0,megablast,ref,320,composite,1.0,320,KK1
74,KK1_CL249_TR_1_x_320nt,ON872668.1,97.351,906,24,0,52,957,1,906,0.0,1541.0,megablast,ncbi_x3,960,near-full,0.996875,957,KK1
75,KK1_CL249_TR_1_x_320nt,KK6_CL235_TR_1_x_320nt,98.03,812,16,0,146,957,1,812,0.0,1411.0,megablast,local_x3,960,near-full,0.996875,957,KK1
76,KK1_CL249_TR_1_x_320nt,KK3_CL224_TR_1_x_320nt,99.686,954,3,0,1,954,954,1,0.0,1746.0,megablast,local_x3,960,near-full,1.0,960,KK1
77,KK1_CL249_TR_1_x_320nt,KK2_CL224_TR_1_x_320nt,99.783,920,2,0,1,920,920,1,0.0,1688.0,megablast,local_x3,960,near-full,1.0,960,KK1
78,KK1_CL249_TR_1_x_320nt,AF139202.1,92.624,827,60,1,115,941,2534,3359,0.0,1188.0,megablast,ncbi_x3,960,near-full,1.0,960,KK1
79,KK1_CL249_TR_1_x_320nt,AF139201.1,90.58,276,26,0,17,292,900,1175,1.6199999999999998e-101,366.0,megablast,ncbi,320,near-full,0.9125,292,KK1
80,KK1_CL249_TR_1_x_320nt,AF087828.1,96.273,966,29,2,1,960,1741,2705,0.0,1578.0,megablast,ncbi_x3,960,near-full,0.9989583333333333,959,KK1
81,KK1_CL247_TR_1_x_108nt,P419,90.476,105,10,0,4,108,71,175,3.78e-38,145.0,dc-megablast,ref,108,near-full,0.9722222222222222,105,KK1
82,KK1_CL51_TR_1_x_343nt,CA483760.1,96.83,347,11,0,554,900,360,14,5.47e-165,580.0,megablast,ncbi_x3,1029,composite,1.0,1029,KK1
83,KK1_CL51_TR_1_x_343nt,CA483766.1,91.383,940,38,10,1,900,132,1068,0.0,1247.0,megablast,ncbi_x3,1029,near-full,1.0,1029,KK1
84,KK1_CL51_TR_1_x_343nt,EF560592.1,92.857,42,3,0,162,203,62024,62065,6.03e-09,63.5,dc-megablast,ncbi_x3,1029,partial,0.12244897959183673,126,KK1
85,KK1_CL51_TR_1_x_343nt,FAT,95.238,21,1,0,124,144,89,69,0.000597,34.6,blastn,ref,343,partial,0.061224489795918366,21,KK1
86,KK1_CL81_TR_1_x_7608nt,KK2_CL85_TR_1_x_7608nt,99.802,22779,45,0,1,22779,46,22824,0.0,41816.0,megablast,local_x3,22824,near-full,1.0,22824,KK1
87,KK1_CL81_TR_1_x_7608nt,KF419218.1,99.722,360,1,0,6456,6815,33,392,0.0,660.0,megablast,ncbi_x3,22824,partial,0.0473186119873817,1080,KK1
88,KK1_CL81_TR_1_x_7608nt,KC290909.1,100.0,685,0,0,14752,15436,1368,684,0.0,1266.0,megablast,ncbi_x3,22824,partial,0.08990536277602523,2052,KK1
89,KK1_CL81_TR_1_x_7608nt,KC290908.1,99.583,720,3,0,7590,8309,1,720,0.0,1314.0,megablast,ncbi_x3,22824,partial,0.09380476691202243,2141,KK1
90,KK1_CL81_TR_1_x_7608nt,KC290907.1,100.0,806,0,0,5856,6661,1,806,0.0,1489.0,megablast,ncbi_x3,22824,partial,0.10580967402733964,2415,KK1
91,KK1_CL81_TR_1_x_7608nt,FK827917.1,96.875,64,1,1,3256,3319,163,225,9.100000000000001e-21,106.0,megablast,ncbi_x3,22824,partial,0.008412197686645636,192,KK1
92,KK1_CL247_TR_1_x_108nt,Oligo-107,95.455,44,2,0,65,108,107,64,6.85e-16,71.6,dc-megablast,ref,108,partial,0.4074074074074074,44,KK1
93,KK1_CL81_TR_1_x_7608nt,D86933.1,99.071,538,2,3,17553,18088,1308,772,0.0,963.0,megablast,ncbi_x3,22824,partial,0.07040834209603926,1607,KK1
94,KK1_CL51_TR_1_x_343nt,Oligo-pTa535-1,98.305,59,1,0,251,309,1,59,2.98e-25,104.0,megablast,ref,343,partial,0.17201166180758018,59,KK1
95,KK1_CL51_TR_1_x_343nt,MK256659.1,97.03,101,3,0,298,398,1,101,1.4e-41,171.0,megablast,ncbi_x3,1029,partial,0.23809523809523808,245,KK1
96,KK1_CL51_TR_1_x_343nt,KK6_CL2_TR_1_x_339nt,90.141,71,7,0,959,1029,1017,947,1.61e-20,93.5,megablast,local_x3,1029,partial,0.06899902818270165,71,KK1
97,KK1_CL51_TR_1_x_343nt,KK2_CL39_TR_1_x_343nt,100.0,876,0,0,1,876,154,1029,0.0,1618.0,megablast,local_x3,1029,near-full,1.0,1029,KK1
98,KK1_CL51_TR_1_x_343nt,KC290895.1,97.384,344,6,3,1,343,370,29,1.6e-166,582.0,megablast,ncbi,343,near-full,1.0,343,KK1
99,KK1_CL51_TR_1_x_343nt,KC290894.1,92.128,343,27,0,1,343,159,501,4.63e-137,484.0,megablast,ncbi,343,near-full,1.0,343,KK1
100,KK1_CL51_TR_1_x_343nt,Oligo-pTa535-2,98.305,59,1,0,251,309,1,59,2.98e-25,104.0,megablast,ref,343,partial,0.17201166180758018,59,KK1
101,KK1_CL232_TR_1_x_566nt,MW025811.1,96.46,113,4,0,4,116,118,6,2.32e-46,187.0,megablast,ncbi_x3,1698,partial,0.06654888103651355,113,KK1
102,KK1_CL232_TR_1_x_566nt,AB077244.1,93.846,65,4,0,1610,1674,1,65,1.12e-19,99.0,megablast,ncbi_x3,1698,partial,0.03828032979976443,65,KK1
103,KK1_CL232_TR_1_x_566nt,AB077243.1,90.141,71,6,1,1610,1679,1,71,1.87e-17,91.6,megablast,ncbi_x3,1698,partial,0.04122497055359246,70,KK1
104,KK1_CL232_TR_1_x_566nt,AB077242.1,90.0,90,8,1,1610,1698,1,90,1.49e-25,119.0,dc-megablast,ncbi_x3,1698,partial,0.052414605418138985,89,KK1
105,KK1_CL232_TR_1_x_566nt,AB077241.1,92.222,90,6,1,1610,1698,1,90,2.88e-28,128.0,dc-megablast,ncbi_x3,1698,partial,0.052414605418138985,89,KK1
106,KK1_CL232_TR_1_x_566nt,AB077240.1,90.411,73,6,1,1610,1681,1,73,4.88e-19,97.8,dc-megablast,ncbi_x3,1698,partial,0.04240282685512368,72,KK1
107,KK1_CL232_TR_1_x_566nt,AB037173.1,90.426,94,8,1,1589,1681,420,513,6.630000000000001e-27,122.0,megablast,ncbi_x3,1698,partial,0.054770318021201414,93,KK1
108,KK1_CL232_TR_1_x_566nt,AB037168.1,96.078,51,2,0,1610,1660,1569,1519,3.08e-15,84.2,dc-megablast,ncbi_x3,1698,partial,0.030035335689045935,51,KK1
109,KK1_CL232_TR_1_x_566nt,AB016970.1,90.444,293,24,4,4,293,3132,3423,2.76e-105,383.0,megablast,ncbi_x3,1698,partial,0.1707891637220259,290,KK1
110,KK1_CL232_TR_1_x_566nt,AB016969.1,90.203,296,25,4,1,293,1383,1677,2.76e-105,383.0,megablast,ncbi_x3,1698,partial,0.17255594817432274,293,KK1
111,KK1_CL232_TR_1_x_566nt,AB016967.1,92.15,293,19,4,4,293,1410,1701,1.26e-113,411.0,megablast,ncbi_x3,1698,partial,0.1707891637220259,290,KK1
112,KK1_CL231_TR_1_x_730nt,KK3_CL214_TR_1_x_733nt,95.413,1984,85,4,213,2190,1,1984,0.0,3155.0,megablast,local_x3,2190,near-full,0.9986301369863013,2187,KK1
113,KK1_CL231_TR_1_x_730nt,KK2_CL218_TR_1_x_733nt,97.272,1943,47,2,254,2190,2199,257,0.0,3290.0,megablast,local_x3,2190,near-full,0.9986301369863013,2187,KK1
114,KK1_CL221_TR_1_x_312nt,P321,92.462,199,4,3,124,312,321,124,1.94e-76,274.0,megablast,ref,312,composite,1.0,312,KK1
115,KK1_CL221_TR_1_x_312nt,ON872667.1,96.35,822,24,6,1,819,118,936,0.0,1347.0,megablast,ncbi_x3,936,near-full,0.9989316239316239,935,KK1
116,KK1_CL232_TR_1_x_566nt,AB077245.1,91.429,70,6,0,1610,1679,1,70,4.02e-19,97.1,megablast,ncbi_x3,1698,partial,0.04122497055359246,70,KK1
117,KK1_CL232_TR_1_x_566nt,AB077246.1,95.0,60,3,0,1610,1669,1,60,1.45e-18,95.3,megablast,ncbi_x3,1698,partial,0.0353356890459364,60,KK1
118,KK1_CL232_TR_1_x_566nt,AB077247.1,95.0,60,3,0,1610,1669,1,60,1.45e-18,95.3,megablast,ncbi_x3,1698,partial,0.0353356890459364,60,KK1
119,KK1_CL232_TR_1_x_566nt,AB077248.1,91.549,71,5,1,1610,1679,1,71,4.02e-19,97.1,megablast,ncbi_x3,1698,partial,0.04122497055359246,70,KK1
120,KK1_CL232_TR_1_x_566nt,KP5KP10(max)_CL1_TR_1_x_568nt,93.388,121,8,0,1,121,1584,1704,3.82e-47,180.0,megablast,comp_x3,1698,partial,0.0712603062426384,121,KK1
121,KK1_CL232_TR_1_x_566nt,KK3_CL231_TR_1_x_567nt,99.501,1603,6,2,1,1601,1603,1,0.0,2915.0,megablast,local_x3,1698,near-full,1.0,1698,KK1
122,KK1_CL232_TR_1_x_566nt,KK2_CL233_TR_1_x_567nt,99.514,1647,6,2,1,1645,1647,1,0.0,2996.0,megablast,local_x3,1698,near-full,1.0,1698,KK1
123,KK1_CL232_TR_1_x_566nt,FJ904943.1,94.444,108,5,1,1,107,283,390,1.09e-39,165.0,megablast,ncbi_x3,1698,partial,0.06301531213191991,107,KK1
124,KK1_CL232_TR_1_x_566nt,BSCL158-1,97.059,34,1,0,49,82,5,38,3.93e-11,58.4,megablast,ref,566,partial,0.06007067137809187,34,KK1
125,KK1_CL232_TR_1_x_566nt,AB077377.1,91.244,217,18,1,1222,1437,296,80,1.33e-78,294.0,megablast,ncbi_x3,1698,partial,0.38162544169611307,648,KK1
126,KK1_CL232_TR_1_x_566nt,MW025815.1,97.345,113,3,0,4,116,118,6,4.9799999999999993e-48,193.0,megablast,ncbi_x3,1698,partial,0.06654888103651355,113,KK1
127,KK1_CL232_TR_1_x_566nt,AB077268.1,92.222,90,6,1,1610,1698,1,90,5.13e-28,126.0,megablast,ncbi_x3,1698,partial,0.052414605418138985,89,KK1
128,KK1_CL232_TR_1_x_566nt,AB077265.1,91.304,69,6,0,1610,1678,1,69,1.4e-19,98.7,dc-megablast,ncbi_x3,1698,partial,0.04063604240282685,69,KK1
129,KK1_CL232_TR_1_x_566nt,AB077264.1,91.304,69,6,0,1610,1678,1,69,1.4e-19,98.7,dc-megablast,ncbi_x3,1698,partial,0.04063604240282685,69,KK1
130,KK1_CL232_TR_1_x_566nt,AB077263.1,91.111,90,7,1,1610,1698,1,90,3.5100000000000004e-27,123.0,dc-megablast,ncbi_x3,1698,partial,0.052414605418138985,89,KK1
131,KK1_CL232_TR_1_x_566nt,AB077256.1,91.304,69,6,0,1610,1678,1,69,1.4e-19,98.7,dc-megablast,ncbi_x3,1698,partial,0.04063604240282685,69,KK1
132,KK1_CL232_TR_1_x_566nt,AB077254.1,90.411,73,6,1,1610,1681,1,73,1.45e-18,95.3,megablast,ncbi_x3,1698,partial,0.04240282685512368,72,KK1
133,KK1_CL232_TR_1_x_566nt,AB077250.1,92.222,90,6,1,1610,1698,1,90,5.13e-28,126.0,megablast,ncbi_x3,1698,partial,0.052414605418138985,89,KK1
134,KK1_CL232_TR_1_x_566nt,AB077249.1,91.111,90,7,1,1610,1698,1,90,2.39e-26,121.0,megablast,ncbi_x3,1698,partial,0.052414605418138985,89,KK1
135,KK1_CL232_TR_1_x_566nt,AB077267.1,92.308,65,5,0,1610,1674,1,65,1.7e-18,96.0,dc-megablast,ncbi_x3,1698,partial,0.03828032979976443,65,KK1
136,KK1_CL204_TR_1_x_118nt,AJ517238.1,100.0,24,0,0,331,354,1,24,0.000531,44.6,blastn,ncbi_x3,354,partial,0.06779661016949153,24,KK1
137,KK1_CL204_TR_1_x_118nt,AJ517237.1,90.741,108,10,0,11,118,5,112,1.36e-37,152.0,dc-megablast,ncbi,118,near-full,0.9152542372881356,108,KK1
138,KK1_CL204_TR_1_x_118nt,AJ517236.4,91.892,74,6,0,281,354,3,76,5.299999999999999e-23,107.0,dc-megablast,ncbi_x3,354,partial,0.20903954802259886,74,KK1
139,KK1_CL11_TR_1_x_337nt,KC990463.1,91.915,235,18,1,286,520,233,466,7.719999999999999e-89,327.0,megablast,ncbi_x3,1011,partial,0.645895153313551,653,KK1
140,KK1_CL11_TR_1_x_337nt,KC290893.1,95.549,337,15,0,1,337,63,399,9.56e-154,540.0,megablast,ncbi,337,near-full,1.0,337,KK1
141,KK1_CL11_TR_1_x_337nt,KA25_CL97_TR_1_x_337nt,93.293,999,67,0,13,1011,3,1001,0.0,1474.0,megablast,local_x3,1011,near-full,0.9990108803165183,1010,KK1
142,KK1_CL11_TR_1_x_337nt,HQ213963.1,93.598,328,19,2,1,327,378,704,3.51e-138,488.0,megablast,ncbi,337,near-full,0.9525222551928784,321,KK1
143,KK1_CL11_TR_1_x_337nt,EF560592.1,92.0,50,4,0,807,856,2104,2055,3.28e-12,73.4,dc-megablast,ncbi_x3,1011,partial,0.14836795252225518,150,KK1
144,KK1_CL11_TR_1_x_337nt,D82997.1,93.548,31,2,0,981,1011,414,384,0.00013,48.2,blastn,ncbi_x3,1011,partial,0.03066271018793274,31,KK1
145,KK1_CL11_TR_1_x_337nt,D82993.1,90.233,215,21,0,644,858,428,214,6.1e-75,281.0,megablast,ncbi_x3,1011,partial,0.6043521266073195,611,KK1
146,KK1_CL11_TR_1_x_337nt,D82992.1,90.654,214,17,2,646,858,424,213,6.1e-75,281.0,megablast,ncbi_x3,1011,partial,0.5865479723046488,593,KK1
147,KK1_CL11_TR_1_x_337nt,D82990.1,90.588,170,16,0,15,184,384,215,2.9000000000000003e-58,226.0,megablast,ncbi_x3,1011,partial,0.1671612265084075,169,KK1
148,KK1_CL11_TR_1_x_337nt,D82989.1,90.367,218,17,3,644,858,432,216,1.7e-75,283.0,megablast,ncbi_x3,1011,partial,0.42334322453016815,428,KK1
149,KK1_CL11_TR_1_x_337nt,D30736.1,97.148,1017,21,4,1,1011,1117,103,0.0,1711.0,megablast,ncbi_x3,1011,near-full,1.0,1011,KK1
150,KK1_CL11_TR_1_x_337nt,AY249979.1,92.0,50,4,0,154,203,993,1042,3.28e-12,73.4,dc-megablast,ncbi_x3,1011,partial,0.14836795252225518,150,KK1
